wheel,station,sector,NSegments,xx,yy,zz,aa,bb,cc
1,4,14,None,3.88E-05,,0.003711846571,1.22E-06,1.73E-06,1.29E-08
2,1,1,21831,3.92E-05,0.00246417,0.00161299,2.13E-08,2.41E-08,1.10E-08
2,1,2,17188,7.92E-05,0.00297202,0.00197606,3.63E-08,3.51E-08,2.17E-08
2,1,3,29819,2.85E-05,0.00186404,0.00121795,1.38E-08,1.66E-08,7.14E-09
2,1,4,16532,3.46E-05,0.00408519,0.00263786,2.49E-08,3.02E-08,1.15E-08
2,1,5,21996,3.33E-05,0.00319788,0.00207982,1.95E-08,2.48E-08,8.69E-09
2,1,6,36008,2.12E-05,0.00158785,0.00103466,1.16E-08,1.34E-08,5.64E-09
2,1,7,36060,2.17E-05,0.00162055,0.00105887,1.16E-08,1.37E-08,5.43E-09
2,1,8,34140,2.22E-05,0.00176923,0.001153,1.20E-08,1.43E-08,5.88E-09
2,1,9,25564,3.50E-05,0.0022775,0.00149297,1.73E-08,2.16E-08,9.16E-09
2,1,10,35594,2.04E-05,0.00160508,0.0010413,1.13E-08,1.38E-08,5.47E-09
2,1,11,34180,2.35E-05,0.00166828,0.00109037,1.21E-08,1.44E-08,5.85E-09
2,1,12,33198,2.53E-05,0.00171023,0.00111394,1.51E-08,1.62E-08,7.90E-09
2,2,1,44419,2.10E-05,0.00135349,0.00123681,1.95E-08,1.69E-08,8.78E-09
2,2,2,38764,2.49E-05,0.00155085,0.0014181,2.24E-08,1.91E-08,1.03E-08
2,2,3,49307,1.79E-05,0.00120885,0.00110153,1.61E-08,1.41E-08,7.30E-09
2,2,4,40921,2.63E-05,0.0015923,0.00145842,1.98E-08,1.90E-08,8.94E-09
2,2,5,35349,2.38E-05,0.00172005,0.00155972,2.23E-08,2.10E-08,1.01E-08
2,2,6,51315,1.63E-05,0.00125224,0.00114257,1.50E-08,1.37E-08,6.57E-09
2,2,8,52326,1.73E-05,0.00119057,0.00108704,1.48E-08,1.34E-08,6.49E-09
2,2,9,47994,1.91E-05,0.00126237,0.00115265,1.57E-08,1.41E-08,7.07E-09
2,2,10,46697,1.81E-05,0.0013092,0.00119223,1.72E-08,1.55E-08,7.64E-09
2,2,11,49395,1.74E-05,0.00122652,0.00112106,1.53E-08,1.40E-08,6.80E-09
2,2,12,52263,1.69E-05,0.00123594,0.00112968,1.51E-08,1.38E-08,6.68E-09
2,3,1,43437,3.55E-05,0.00176961,0.00234928,3.70E-08,3.12E-08,1.36E-08
2,3,2,29655,5.50E-05,0.00252562,0.00334449,5.44E-08,4.36E-08,2.05E-08
2,3,3,48161,3.14E-05,0.00158327,0.00209187,3.16E-08,2.69E-08,1.17E-08
2,3,4,39336,3.68E-05,0.00203131,0.00267111,4.04E-08,3.31E-08,1.46E-08
2,3,5,41241,3.59E-05,0.00178177,0.00234735,3.39E-08,2.93E-08,1.24E-08
2,3,6,48668,2.97E-05,0.00148055,0.00195787,3.24E-08,2.70E-08,1.19E-08
2,3,7,50192,3.03E-05,0.00147693,0.00196181,3.08E-08,2.59E-08,1.11E-08
2,3,8,46174,3.11E-05,0.00159975,0.00211125,3.35E-08,2.84E-08,1.24E-08
2,3,9,48314,3.11E-05,0.00154106,0.00203073,3.11E-08,2.64E-08,1.17E-08
2,3,10,48908,3.04E-05,0.00150883,0.00198576,3.10E-08,2.62E-08,1.16E-08
2,3,11,50614,2.98E-05,0.00148136,0.00196505,3.05E-08,2.56E-08,1.10E-08
2,3,12,46252,9.74E-06,0.0017071,0.00226765,3.32E-08,2.88E-08,1.20E-08
2,4,1,90446,6.17E-05,,0.00364252,7.15E-07,2.24E-07,2.48E-08
2,4,2,65636,0.000101346,,0.00581738,1.00E-06,3.15E-07,3.84E-08
2,4,3,69593,5.97E-05,,0.00365331,9.24E-07,2.94E-07,2.36E-08
2,4,4,None,5.48E-05,,0.004009366571,1.63E-06,2.36E-06,1.78E-08
2,4,5,91078,5.63E-05,,0.0035061,6.99E-07,2.13E-07,2.35E-08
2,4,6,96504,5.27E-05,,0.00325583,6.52E-07,2.01E-07,2.17E-08
2,4,7,93880,5.37E-05,,0.0033224,6.80E-07,2.07E-07,2.22E-08
2,4,8,96057,4.99E-05,,0.00302181,6.53E-07,1.97E-07,2.01E-08
2,4,9,38574,0.000144869,,0.0259628,8.73E-06,1.63E-05,2.99E-08
2,4,10,None,5.48E-05,,0.004009366571,1.63E-06,2.36E-06,1.78E-08
2,4,11,40953,0.000137765,,0.00353297,8.08E-06,1.50E-05,2.49E-08
2,4,12,95265,4.97E-05,,0.000416012,6.60E-07,4.75E-08,1.97E-08
2,4,13,None,5.48E-05,,0.004009366571,1.63E-06,2.36E-06,1.78E-08
2,4,14,None,5.48E-05,,0.004009366571,1.63E-06,2.36E-06,1.78E-08
-2,1,1,42350,1.65E-05,0.00132331,0.000860802,9.12E-09,1.07E-08,4.38E-09
-2,1,2,21527,3.40E-05,0.00249101,0.00162783,1.77E-08,2.12E-08,8.94E-09
-2,1,3,29513,3.06E-05,0.00191447,0.00125492,1.27E-08,1.55E-08,6.22E-09
-2,1,4,43675,1.58E-05,0.00132795,0.000860301,8.86E-09,1.06E-08,4.12E-09
-2,1,5,43097,1.88E-05,0.00133149,0.000867672,8.90E-09,1.06E-08,4.22E-09
-2,1,6,38262,2.28E-05,0.00148362,0.000971552,1.09E-08,1.23E-08,5.51E-09
-2,1,7,47607,1.53E-05,0.00120893,0.000788528,8.59E-09,1.01E-08,4.10E-09
-2,1,8,50765,1.45E-05,0.0011179,0.000728675,7.69E-09,9.14E-09,3.83E-09
-2,1,9,34061,2.08E-05,0.00170037,0.00111044,1.12E-08,1.32E-08,5.05E-09
-2,1,10,25961,2.86E-05,0.0023318,0.00152009,1.44E-08,1.72E-08,6.47E-09
-2,1,11,28543,3.07E-05,0.0021789,0.00143009,1.37E-08,1.70E-08,5.92E-09
-2,1,12,44282,1.71E-05,0.00131663,0.000858115,9.07E-09,1.07E-08,4.27E-09
-2,2,1,71196,1.27E-05,0.000838027,0.000766698,1.08E-08,9.73E-09,4.86E-09
-2,2,2,60576,1.76E-05,0.00101904,0.000939691,1.37E-08,1.25E-08,6.22E-09
-2,2,3,59914,1.56E-05,0.000970114,0.000879536,1.40E-08,1.23E-08,6.56E-09
-2,2,4,56693,1.45E-05,0.00110211,0.00100192,1.35E-08,1.23E-08,5.94E-09
-2,2,5,69330,1.26E-05,0.000845681,0.000771404,1.15E-08,9.96E-09,5.15E-09
-2,2,6,71210,1.24E-05,0.000860861,0.000786762,1.11E-08,9.92E-09,4.92E-09
-2,2,7,74817,1.21E-05,0.000809645,0.000740334,1.03E-08,9.17E-09,4.56E-09
-2,2,8,73221,1.22E-05,0.00084046,0.000770166,1.05E-08,9.45E-09,4.63E-09
-2,2,9,54922,1.80E-05,0.000992081,0.000910018,1.37E-08,1.22E-08,6.37E-09
-2,2,10,45555,2.33E-05,0.00128286,0.00118199,1.83E-08,1.69E-08,8.63E-09
-2,2,11,44093,2.15E-05,0.00129039,0.00118286,1.87E-08,1.66E-08,8.86E-09
-2,2,12,64903,1.26E-05,1.81E-05,1.67E-05,9.18E-09,1.12E-08,5.39E-09
-2,3,1,73063,2.09E-05,0.00100952,0.00133182,2.10E-08,1.79E-08,7.80E-09
-2,3,2,66009,2.27E-05,0.00118482,0.00156895,2.42E-08,2.11E-08,9.05E-09
-2,3,3,66655,2.24E-05,0.00107856,0.001422,2.24E-08,1.92E-08,8.44E-09
-2,3,4,68425,2.20E-05,0.00106521,0.00139981,2.19E-08,1.88E-08,8.29E-09
-2,3,5,70334,2.17E-05,0.00105453,0.00139541,2.16E-08,1.85E-08,8.00E-09
-2,3,6,73466,2.12E-05,0.00101468,0.0013418,2.06E-08,1.77E-08,7.65E-09
-2,3,7,71561,2.13E-05,0.00102313,0.00135117,2.12E-08,1.81E-08,7.86E-09
-2,3,8,64542,2.39E-05,0.00113933,0.00151209,2.36E-08,2.05E-08,8.89E-09
-2,3,9,58519,2.58E-05,0.00122366,0.00162202,2.62E-08,2.21E-08,9.85E-09
-2,3,10,56580,2.69E-05,0.00133739,0.00177127,2.76E-08,2.40E-08,1.04E-08
-2,3,11,58922,2.66E-05,0.00131459,0.00174442,2.67E-08,2.32E-08,9.85E-09
-2,3,12,69478,2.18E-05,0.00109595,0.0014512,2.21E-08,1.96E-08,8.40E-09
-2,4,1,130834,3.98E-05,0.01,0.00250172,4.84E-07,1.49E-07,1.66E-08
-2,4,2,126409,3.58E-05,0.01,0.00019756,5.10E-07,4.25E-08,1.85E-08
-2,4,3,112476,4.22E-05,0.01,0.00274128,5.96E-07,1.82E-07,1.74E-08
-2,4,4,None,3.71E-05,0.01,0.0034578725,1.25E-06,1.81E-06,1.21E-08
-2,4,5,130009,3.43E-05,0.01,0.000221325,4.91E-07,4.17E-08,1.56E-08
-2,4,6,133591,3.73E-05,0.01,0.0021914,4.73E-07,1.45E-07,1.54E-08
-2,4,7,132510,3.75E-05,0.01,0.00217959,4.73E-07,1.47E-07,1.53E-08
-2,4,8,134540,3.55E-05,0.01,0.00189721,4.71E-07,1.45E-07,1.36E-08
-2,4,9,49730,0.000113821,0.01,0.0169441,7.01E-06,1.25E-05,2.13E-08
-2,4,10,None,3.71E-05,0.01,0.0034578725,1.25E-06,1.81E-06,1.21E-08
-2,4,11,52617,0.000107382,0.01,0.0173022,6.50E-06,1.18E-05,2.14E-08
-2,4,12,132308,3.61E-05,0.01,0.00223383,4.68E-07,1.44E-07,1.46E-08
-2,4,13,None,3.71E-05,0.01,0.0034578725,1.25E-06,1.81E-06,1.21E-08
-2,4,14,None,3.71E-05,0.01,0.0034578725,1.25E-06,1.81E-06,1.21E-08
-1,1,1,84967,6.83E-06,0.000115431,0.000305828,9.43E-09,1.10E-08,1.89E-09
-1,1,2,83969,5.98E-06,0.000122112,0.000320189,9.59E-09,1.13E-08,1.81E-09
-1,1,3,67515,8.30E-06,0.000187226,0.000418892,1.55E-08,1.56E-08,3.80E-09
-1,1,4,99745,5.59E-06,9.79E-05,0.000257753,7.97E-09,9.27E-09,1.54E-09
-1,1,5,98637,5.71E-06,9.73E-05,0.000255646,7.95E-09,9.23E-09,1.53E-09
-1,1,6,95029,5.92E-06,0.00010632,0.000279503,8.53E-09,9.79E-09,1.65E-09
-1,1,7,96874,5.74E-06,0.000101559,0.000267474,8.19E-09,9.56E-09,1.59E-09
-1,1,8,98547,5.53E-06,0.000100775,0.000265921,8.14E-09,9.36E-09,1.56E-09
-1,1,9,86415,6.53E-06,0.000114963,0.000304849,8.97E-09,1.06E-08,1.74E-09
-1,1,10,84883,6.13E-06,0.000116846,0.000309026,9.53E-09,1.11E-08,1.81E-09
-1,1,11,86293,6.29E-06,0.000110389,0.000290772,8.75E-09,1.04E-08,1.69E-09
-1,1,12,90922,6.16E-06,0.000107015,0.000282795,8.63E-09,1.00E-08,1.67E-09
-1,2,1,98215,7.91E-06,0.000119127,0.000434957,1.63E-08,1.63E-08,2.64E-09
-1,2,2,98498,8.33E-06,0.000119236,0.000436319,1.62E-08,1.66E-08,2.66E-09
-1,2,3,63633,1.22E-05,0.000239699,0.000740296,3.39E-08,3.08E-08,6.74E-09
-1,2,4,97448,7.89E-06,0.000117082,0.000427142,1.56E-08,1.56E-08,2.50E-09
-1,2,5,105165,7.22E-06,0.000108508,0.000397841,1.48E-08,1.45E-08,2.35E-09
-1,2,6,101802,7.49E-06,0.000116037,0.00042557,1.57E-08,1.58E-08,2.51E-09
-1,2,7,104770,7.41E-06,0.000111031,0.00040596,1.52E-08,1.51E-08,2.45E-09
-1,2,8,106045,7.30E-06,0.000110244,0.000400406,1.50E-08,1.47E-08,2.44E-09
-1,2,9,93004,9.07E-06,0.000130283,0.00047766,1.74E-08,1.73E-08,2.82E-09
-1,2,10,99913,7.67E-06,0.000115642,0.000422532,1.59E-08,1.59E-08,2.58E-09
-1,2,11,96468,7.81E-06,0.000121821,0.000443605,1.68E-08,1.67E-08,2.73E-09
-1,2,12,97242,7.78E-06,0.000117835,0.000431916,1.65E-08,1.69E-08,2.71E-09
-1,3,1,98459,1.52E-05,0.000166634,0.000868006,3.74E-08,3.28E-08,4.52E-09
-1,3,2,89886,1.58E-05,0.000180798,0.000932609,4.09E-08,3.72E-08,4.94E-09
-1,3,3,67307,2.31E-05,0.000290355,0.00129176,7.28E-08,5.88E-08,1.05E-08
-1,3,4,96274,1.53E-05,0.000165666,0.000859179,3.70E-08,3.30E-08,4.49E-09
-1,3,5,97252,1.50E-05,0.000163067,0.000845832,3.69E-08,3.24E-08,4.42E-09
-1,3,6,98937,1.51E-05,0.000163387,0.000848367,3.63E-08,3.21E-08,4.38E-09
-1,3,7,84909,1.94E-05,0.000199816,0.00105209,4.31E-08,3.86E-08,5.21E-09
-1,3,8,95833,1.52E-05,0.00016886,0.000884209,3.79E-08,3.37E-08,4.54E-09
-1,3,9,87509,1.72E-05,0.00018044,0.000940095,4.18E-08,3.66E-08,5.05E-09
-1,3,10,36766,7.38E-05,0.000322874,0.00333243,7.08E-07,3.07E-07,3.75E-08
-1,3,11,91589,1.67E-05,0.000176975,0.000922799,3.94E-08,3.46E-08,4.78E-09
-1,3,12,92576,1.56E-05,0.000177558,0.000929975,3.88E-08,3.57E-08,4.71E-09
-1,4,1,153545,2.96E-05,0.01,0.00187598,3.82E-07,1.14E-07,1.24E-08
-1,4,2,153062,3.23E-05,0.01,0.00203697,3.91E-07,1.17E-07,1.36E-08
-1,4,3,95563,4.56E-05,0.01,0.00293314,1.06E-06,1.80E-07,3.26E-08
-1,4,4,None,3.01E-05,0.01,0.003051120714,1.04E-06,1.44E-06,1.08E-08
-1,4,5,153020,2.91E-05,0.01,0.00172449,3.92E-07,1.14E-07,1.21E-08
-1,4,6,155727,2.87E-05,0.01,0.00169693,3.90E-07,1.12E-07,1.19E-08
-1,4,7,155011,2.87E-05,0.01,0.00169861,3.84E-07,1.13E-07,1.19E-08
-1,4,8,161007,2.61E-05,0.01,0.0014113,3.69E-07,1.09E-07,1.01E-08
-1,4,9,56427,9.18E-05,0.01,0.0132961,5.69E-06,9.95E-06,1.78E-08
-1,4,10,None,3.01E-05,0.01,0.003051120714,1.04E-06,1.44E-06,1.08E-08
-1,4,11,60350,8.21E-05,0.01,0.0143259,5.14E-06,9.30E-06,1.72E-08
-1,4,12,154025,2.77E-05,0.01,0.00171627,3.68E-07,1.10E-07,1.13E-08
-1,4,13,None,3.01E-05,0.01,0.003051120714,1.04E-06,1.44E-06,1.08E-08
-1,4,14,None,3.01E-05,0.01,0.003051120714,1.04E-06,1.44E-06,1.08E-08
0,1,1,82229,6.20E-06,5.87E-06,0.000181772,6.85E-08,7.03E-08,1.03E-09
0,1,2,53184,1.02E-05,9.10E-06,0.00024288,1.12E-07,9.28E-08,1.40E-09
0,1,3,102651,4.76E-06,4.54E-06,0.000139496,5.04E-08,5.38E-08,7.95E-10
0,1,4,100479,4.70E-06,4.67E-06,0.000132048,5.22E-08,5.43E-08,8.06E-10
0,1,5,103504,4.67E-06,4.45E-06,0.000135903,5.07E-08,5.34E-08,8.06E-10
0,1,6,107688,2.18E-06,4.17E-06,9.97E-05,4.91E-08,4.95E-08,7.26E-10
0,1,7,104933,4.75E-06,2.48E-06,0.000137212,2.32E-08,5.31E-08,5.67E-10
0,1,8,107086,3.82E-06,4.09E-06,7.67E-05,4.76E-08,5.04E-08,6.42E-10
0,1,9,79932,6.27E-06,6.00E-06,0.000188576,6.60E-08,7.66E-08,1.08E-09
0,1,10,81898,5.78E-06,3.82E-06,0.000148724,3.55E-08,6.14E-08,7.49E-10
0,1,11,87502,5.72E-06,5.39E-06,8.02E-05,5.69E-08,4.05E-08,9.74E-10
0,1,12,107572,4.53E-06,4.06E-06,8.39E-05,4.96E-08,3.36E-08,6.84E-10
0,2,1,91914,1.12E-05,9.03E-06,0.000322547,1.26E-07,8.76E-08,1.17E-09
0,2,2,71658,1.53E-05,1.23E-05,0.000432804,1.47E-07,1.11E-07,1.52E-09
0,2,3,99713,9.51E-06,8.15E-06,0.000241996,1.12E-07,7.98E-08,8.39E-10
0,2,4,111656,8.60E-06,7.17E-06,0.000242789,9.93E-08,6.86E-08,9.13E-10
0,2,5,109981,8.20E-06,4.91E-06,0.000129982,4.27E-08,6.62E-08,8.71E-10
0,2,6,116861,8.05E-06,4.57E-06,0.000124119,4.18E-08,5.76E-08,8.33E-10
0,2,7,116699,8.19E-06,6.36E-06,0.000136011,8.43E-08,6.37E-08,8.49E-10
0,2,8,114265,8.50E-06,4.70E-06,0.00023388,3.72E-08,6.49E-08,8.02E-10
0,2,9,88708,1.17E-05,8.92E-06,0.000296135,1.13E-07,7.74E-08,1.05E-09
0,2,10,93711,1.03E-05,8.59E-06,0.000285184,1.19E-07,8.39E-08,1.11E-09
0,2,11,81010,1.21E-05,9.99E-06,0.000208127,1.33E-07,9.29E-08,1.19E-09
0,2,12,105416,9.63E-06,5.39E-06,0.000231902,5.04E-08,6.97E-08,8.74E-10
0,3,1,78075,2.53E-05,1.70E-05,0.000389697,2.44E-07,1.57E-07,1.88E-09
0,3,2,51903,4.21E-05,2.84E-05,0.00114851,5.16E-07,2.36E-07,2.77E-09
0,3,3,90208,2.15E-05,1.58E-05,0.000634514,2.69E-07,1.37E-07,1.65E-09
0,3,4,94899,2.03E-05,1.51E-05,0.000632397,2.55E-07,1.28E-07,1.58E-09
0,3,5,95309,1.17E-05,1.33E-05,0.000603321,1.76E-07,6.71E-08,1.55E-09
0,3,6,92876,2.09E-05,1.52E-05,0.000610927,2.60E-07,1.29E-07,1.57E-09
