endcap,station,ring,chamber,NSegments,xx,yy,zz,aa,bb,cc
2,4,1,5,42191,6.45E-06,0.000850371,0.009025,1.85E-07,2.28E-07,4.38E-09
2,4,1,6,44179,6.56E-06,0.000874697,0.009025,1.85E-07,2.28E-07,4.49E-09
2,4,1,7,42900,6.33E-06,0.000833086,0.009025,1.85E-07,2.28E-07,4.35E-09
2,4,1,8,44623,6.46E-06,0.000861101,0.009025,1.85E-07,2.28E-07,4.42E-09
2,4,1,9,39259,6.94E-06,0.00091304,0.009025,1.85E-07,2.28E-07,4.71E-09
2,4,1,10,43527,6.51E-06,0.000858318,0.009025,1.85E-07,2.28E-07,4.46E-09
2,4,1,11,36643,7.96E-06,0.00132217,0.009025,1.85E-07,2.28E-07,5.06E-09
2,4,1,12,44212,6.39E-06,0.000853575,0.009025,1.85E-07,2.28E-07,4.34E-09
2,4,1,13,41529,6.48E-06,0.000827285,0.009025,1.85E-07,2.28E-07,4.42E-09
2,4,1,14,45265,6.34E-06,0.000836593,0.009025,1.85E-07,2.28E-07,4.33E-09
2,4,1,15,36944,7.91E-06,0.00128942,0.009025,1.85E-07,2.28E-07,5.00E-09
2,4,1,16,43777,6.63E-06,0.000876559,0.009025,1.85E-07,2.28E-07,4.53E-09
2,4,1,17,41602,6.50E-06,0.000864207,0.009025,1.85E-07,2.28E-07,4.47E-09
2,4,1,18,43481,6.57E-06,0.000868278,0.009025,1.85E-07,2.28E-07,4.53E-09
2,4,2,1,15916,7.14E-05,0.0317769,0.011025,3.03E-07,1.87E-07,8.93E-09
2,4,2,2,23904,4.72E-05,0.0080169,0.011025,3.03E-07,1.87E-07,5.95E-09
2,4,2,3,22217,5.08E-05,0.00811709,0.011025,3.03E-07,1.87E-07,6.46E-09
2,4,2,4,21192,6.45E-05,0.0322827,0.011025,3.03E-07,1.87E-07,8.05E-09
2,4,2,5,16761,7.39E-05,0.0393966,0.011025,3.03E-07,1.87E-07,1.20E-08
2,4,2,6,19993,5.48E-05,0.0337735,0.011025,3.03E-07,1.87E-07,8.51E-09
2,4,2,7,21424,5.85E-05,0.0311855,0.011025,3.03E-07,1.87E-07,7.21E-09
2,4,2,8,15387,9.25E-05,0.0508716,0.011025,3.03E-07,1.87E-07,9.77E-09
2,4,2,9,21974,5.21E-05,0.0302364,0.011025,3.03E-07,1.87E-07,6.38E-09
2,4,2,10,24105,4.63E-05,0.00733064,0.011025,3.03E-07,1.87E-07,5.89E-09
2,4,2,11,22589,5.02E-05,0.0295079,0.011025,3.03E-07,1.87E-07,6.23E-09
2,4,2,12,23290,4.88E-05,0.00791614,0.011025,3.03E-07,1.87E-07,6.23E-09
2,4,2,13,21947,5.18E-05,0.0296004,0.011025,3.03E-07,1.87E-07,6.44E-09
2,4,2,14,24069,4.65E-05,0.0277099,0.011025,3.03E-07,1.87E-07,5.96E-09
2,4,2,15,23601,4.71E-05,0.0108433,0.011025,3.03E-07,1.87E-07,5.73E-09
2,4,2,16,22045,5.78E-05,0.0301093,0.011025,3.03E-07,1.87E-07,6.99E-09
2,4,2,17,18548,6.13E-05,0.0113595,0.011025,3.03E-07,1.87E-07,7.81E-09
2,4,2,18,22974,5.01E-05,0.00783597,0.011025,3.03E-07,1.87E-07,6.08E-09
2,4,2,19,23706,4.58E-05,0.00912382,0.011025,3.03E-07,1.87E-07,5.86E-09
2,4,2,20,23435,5.23E-05,0.0287177,0.011025,3.03E-07,1.87E-07,6.69E-09
2,4,2,21,None,0,0,0,0,0,0
2,4,2,22,22811,4.99E-05,0.0295725,0.011025,3.03E-07,1.87E-07,6.55E-09
2,4,2,23,24028,4.65E-05,0.0272407,0.011025,3.03E-07,1.87E-07,5.91E-09
2,4,2,24,25923,4.34E-05,0.0265189,0.011025,3.03E-07,1.87E-07,5.36E-09
2,4,2,25,20463,5.90E-05,0.0316223,0.011025,3.03E-07,1.87E-07,6.67E-09
2,4,2,26,20520,6.24E-05,0.00950517,0.011025,3.03E-07,1.87E-07,7.32E-09
2,4,2,27,15162,8.19E-05,0.00971095,0.011025,3.03E-07,1.87E-07,9.24E-09
2,4,2,28,21896,5.72E-05,0.0309338,0.011025,3.03E-07,1.87E-07,6.82E-09
2,4,2,29,19411,6.12E-05,0.0326788,0.011025,3.03E-07,1.87E-07,6.77E-09
2,4,2,30,19692,6.38E-05,0.0107618,0.011025,3.03E-07,1.87E-07,7.17E-09
2,4,2,31,18934,6.45E-05,0.0335252,0.011025,3.03E-07,1.87E-07,7.08E-09
2,4,2,32,21384,5.83E-05,0.0314454,0.011025,3.03E-07,1.87E-07,7.35E-09
2,4,2,33,20012,5.97E-05,0.0356805,0.011025,3.03E-07,1.87E-07,7.52E-09
2,4,2,34,22047,5.20E-05,0.0368239,0.011025,3.03E-07,1.87E-07,6.49E-09
2,4,2,35,21271,5.57E-05,0.0303371,0.011025,3.03E-07,1.87E-07,6.65E-09
2,4,2,36,22096,5.21E-05,0.0316775,0.011025,3.03E-07,1.87E-07,6.49E-09
1,1,1,1,571,6.19E-05,0.0372192,0.01,2.30E-07,1.81E-07,4.13E-08
1,1,1,2,78152,3.18E-07,0.000199256,0.01,2.30E-07,1.81E-07,2.25E-10
1,1,1,3,69781,4.32E-07,0.00027013,0.01,2.30E-07,1.81E-07,3.22E-10
1,1,1,4,74746,3.29E-07,0.000208007,0.01,2.30E-07,1.81E-07,2.33E-10
1,1,1,5,64715,4.89E-07,0.000268092,0.01,2.30E-07,1.81E-07,3.51E-10
1,1,1,6,67834,3.59E-07,0.000206471,0.01,2.30E-07,1.81E-07,2.41E-10
1,1,1,7,69149,4.40E-07,0.00027911,0.01,2.30E-07,1.81E-07,3.20E-10
1,1,1,8,73736,3.24E-07,0.000202486,0.01,2.30E-07,1.81E-07,2.26E-10
1,1,1,9,73247,4.07E-07,0.00025618,0.01,2.30E-07,1.81E-07,2.90E-10
1,1,1,10,75412,3.23E-07,0.000203647,0.01,2.30E-07,1.81E-07,2.24E-10
1,1,1,11,69864,4.43E-07,0.000277247,0.01,2.30E-07,1.81E-07,3.27E-10
1,1,1,12,74644,3.24E-07,0.000334483,0.01,2.30E-07,1.81E-07,2.37E-10
1,1,1,13,68241,4.40E-07,0.0002861,0.01,2.30E-07,1.81E-07,3.20E-10
1,1,1,14,74325,3.25E-07,0.000209092,0.01,2.30E-07,1.81E-07,2.31E-10
1,1,1,15,69006,4.72E-07,0.00028907,0.01,2.30E-07,1.81E-07,3.19E-10
1,1,1,16,72180,3.43E-07,0.000215541,0.01,2.30E-07,1.81E-07,2.48E-10
1,1,1,17,62651,5.59E-07,0.000323158,0.01,2.30E-07,1.81E-07,5.50E-10
1,1,1,18,76492,3.29E-07,0.000200915,0.01,2.30E-07,1.81E-07,2.28E-10
1,1,1,19,68637,4.47E-07,0.000280027,0.01,2.30E-07,1.81E-07,3.27E-10
1,1,1,20,73911,3.23E-07,0.000202296,0.01,2.30E-07,1.81E-07,2.24E-10
1,1,1,21,72777,4.17E-07,0.000260923,0.01,2.30E-07,1.81E-07,2.96E-10
1,1,1,22,77936,3.11E-07,0.000195969,0.01,2.30E-07,1.81E-07,2.18E-10
1,1,1,23,71719,4.26E-07,0.000272554,0.01,2.30E-07,1.81E-07,2.95E-10
1,1,1,24,76563,3.21E-07,0.000201978,0.01,2.30E-07,1.81E-07,2.19E-10
1,1,1,25,80137,3.86E-07,0.000242395,0.01,2.30E-07,1.81E-07,2.73E-10
1,1,1,26,80212,3.02E-07,0.000189168,0.01,2.30E-07,1.81E-07,2.11E-10
1,1,1,27,74158,4.11E-07,0.000256041,0.01,2.30E-07,1.81E-07,2.86E-10
1,1,1,28,76319,3.22E-07,0.000204417,0.01,2.30E-07,1.81E-07,2.21E-10
1,1,1,29,73074,4.17E-07,0.000262552,0.01,2.30E-07,1.81E-07,2.94E-10
1,1,1,30,77124,3.68E-07,0.000216916,0.01,2.30E-07,1.81E-07,2.16E-10
1,1,1,31,72033,4.23E-07,0.000266408,0.01,2.30E-07,1.81E-07,3.05E-10
1,1,1,32,44500,5.74E-07,0.000333315,0.01,2.30E-07,1.81E-07,2.98E-10
1,1,1,33,None,0,0,0,0,0,0
1,1,1,34,75883,3.22E-07,0.00020259,0.01,2.30E-07,1.81E-07,2.28E-10
1,1,1,35,74076,4.16E-07,0.000346276,0.01,2.30E-07,1.81E-07,2.99E-10
1,1,1,36,75266,3.35E-07,0.000205764,0.01,2.30E-07,1.81E-07,2.27E-10
1,1,2,1,27797,1.14E-05,0.0064418,0.01,3.03E-07,1.60E-07,4.23E-09
1,1,2,2,33585,8.20E-06,0.00427101,0.01,3.03E-07,1.60E-07,3.23E-09
1,1,2,3,36131,8.45E-06,0.00418626,0.01,3.03E-07,1.60E-07,3.56E-09
1,1,2,4,28743,1.58E-05,0.00462381,0.01,3.03E-07,1.60E-07,5.91E-09
1,1,2,5,34082,9.46E-06,0.00467221,0.01,3.03E-07,1.60E-07,3.85E-09
1,1,2,6,37656,7.11E-06,0.00387646,0.01,3.03E-07,1.60E-07,3.03E-09
1,1,2,7,39200,7.21E-06,0.00411668,0.01,3.03E-07,1.60E-07,3.04E-09
1,1,2,8,35643,7.09E-06,0.00389843,0.01,3.03E-07,1.60E-07,2.78E-09
1,1,2,9,34420,8.90E-06,0.00456943,0.01,3.03E-07,1.60E-07,3.62E-09
1,1,2,10,38818,6.82E-06,0.00383139,0.01,3.03E-07,1.60E-07,2.88E-09
1,1,2,11,36288,8.55E-06,0.00436126,0.01,3.03E-07,1.60E-07,3.58E-09
1,1,2,12,35754,7.14E-06,0.00381577,0.01,3.03E-07,1.60E-07,2.83E-09
1,1,2,13,34312,8.46E-06,0.005908,0.01,3.03E-07,1.60E-07,3.50E-09
1,1,2,14,42794,5.86E-06,0.00338052,0.01,3.03E-07,1.60E-07,2.52E-09
1,1,2,15,42007,6.39E-06,0.00378535,0.01,3.03E-07,1.60E-07,2.75E-09
1,1,2,16,36748,7.07E-06,0.00382977,0.01,3.03E-07,1.60E-07,2.76E-09
1,1,2,17,38627,7.53E-06,0.00412592,0.01,3.03E-07,1.60E-07,3.12E-09
1,1,2,18,38209,6.69E-06,0.00377646,0.01,3.03E-07,1.60E-07,2.77E-09
1,1,2,19,42850,6.56E-06,0.00404635,0.01,3.03E-07,1.60E-07,2.81E-09
1,1,2,20,23667,1.11E-05,0.00449559,0.01,3.03E-07,1.60E-07,4.00E-09
1,1,2,21,20943,1.39E-05,0.0071866,0.01,3.03E-07,1.60E-07,5.44E-09
1,1,2,22,36439,7.18E-06,0.00405927,0.01,3.03E-07,1.60E-07,2.82E-09
1,1,2,23,38558,7.39E-06,0.00410982,0.01,3.03E-07,1.60E-07,3.01E-09
1,1,2,24,38912,6.52E-06,0.00377446,0.01,3.03E-07,1.60E-07,2.78E-09
1,1,2,25,37745,7.72E-06,0.00415785,0.01,3.03E-07,1.60E-07,3.23E-09
1,1,2,26,32591,8.39E-06,0.00412927,0.01,3.03E-07,1.60E-07,3.06E-09
1,1,2,27,32654,8.84E-06,0.00479741,0.01,3.03E-07,1.60E-07,3.33E-09
1,1,2,28,41301,6.46E-06,0.00364421,0.01,3.03E-07,1.60E-07,2.75E-09
1,1,2,29,37947,7.46E-06,0.00434422,0.01,3.03E-07,1.60E-07,3.30E-09
1,1,2,30,27421,1.00E-05,0.00469993,0.01,3.03E-07,1.60E-07,3.35E-09
1,1,2,31,30269,9.98E-06,0.00666083,0.01,3.03E-07,1.60E-07,3.89E-09
1,1,2,32,37849,6.77E-06,0.00391088,0.01,3.03E-07,1.60E-07,2.83E-09
1,1,2,33,42977,6.29E-06,0.00379516,0.01,3.03E-07,1.60E-07,2.71E-09
1,1,2,34,32875,7.74E-06,0.00446657,0.01,3.03E-07,1.60E-07,2.90E-09
1,1,2,35,29808,1.01E-05,0.00494781,0.01,3.03E-07,1.60E-07,3.62E-09
1,1,2,36,32615,8.06E-06,0.00461054,0.01,3.03E-07,1.60E-07,3.03E-09
1,1,3,1,8112,0.000216479,1.09E-07,0.011025,4.90E-07,3.03E-07,0.000107678
1,1,3,2,9662,0.000202585,1.14E-07,0.011025,4.90E-07,3.03E-07,9.43E-05
1,1,3,3,10280,0.000180423,1.05E-07,0.011025,4.90E-07,3.03E-07,8.49E-05
1,1,3,4,7452,0.000313269,1.74E-07,0.011025,4.90E-07,3.03E-07,0.000130755
1,1,3,5,7254,0.000285661,1.46E-07,0.011025,4.90E-07,3.03E-07,0.000129051
1,1,3,6,8296,0.000214699,1.12E-07,0.011025,4.90E-07,3.03E-07,0.00010209
1,1,3,7,12097,0.000138585,7.47E-08,0.011025,4.90E-07,3.03E-07,6.93E-05
1,1,3,8,14771,0.000110849,6.03E-08,0.011025,4.90E-07,3.03E-07,5.51E-05
1,1,3,9,13242,0.000127039,6.53E-08,0.011025,4.90E-07,3.03E-07,6.34E-05
1,1,3,10,7909,0.000206363,8.77E-08,0.011025,4.90E-07,3.03E-07,9.73E-05
1,1,3,11,2666,0.000621414,2.52E-07,0.011025,4.90E-07,3.03E-07,0.000305016
1,1,3,12,4722,0.00033713,1.56E-07,0.011025,4.90E-07,3.03E-07,0.000168092
1,1,3,13,14285,0.000113374,5.83E-08,0.011025,4.90E-07,3.03E-07,5.56E-05
1,1,3,14,16901,9.50E-05,4.72E-08,0.011025,4.90E-07,3.03E-07,4.55E-05
1,1,3,15,15630,0.000101247,5.12E-08,0.011025,4.90E-07,3.03E-07,4.93E-05
1,1,3,16,11354,0.000140944,7.53E-08,0.011025,4.90E-07,3.03E-07,6.94E-05
1,1,3,17,16116,0.000101392,5.36E-08,0.011025,4.90E-07,3.03E-07,5.04E-05
1,1,3,18,10060,0.000176532,8.02E-08,0.011025,4.90E-07,3.03E-07,7.27E-05
1,1,3,19,12686,0.000133669,6.19E-08,0.011025,4.90E-07,3.03E-07,6.29E-05
1,1,3,20,16635,9.81E-05,5.00E-08,0.011025,4.90E-07,3.03E-07,4.74E-05
1,1,3,21,14620,0.000112793,6.11E-08,0.011025,4.90E-07,3.03E-07,5.61E-05
1,1,3,22,15874,0.000104989,5.67E-08,0.011025,4.90E-07,3.03E-07,5.22E-05
1,1,3,23,14981,0.000109249,5.34E-08,0.011025,4.90E-07,3.03E-07,5.33E-05
1,1,3,24,13921,0.000114798,5.83E-08,0.011025,4.90E-07,3.03E-07,5.71E-05
1,1,3,25,10944,0.000168457,1.01E-07,0.011025,4.90E-07,3.03E-07,7.88E-05
1,1,3,26,10007,0.00016158,8.78E-08,0.011025,4.90E-07,3.03E-07,8.08E-05
1,1,3,27,8154,0.00019951,9.93E-08,0.011025,4.90E-07,3.03E-07,9.96E-05
1,1,3,28,16326,9.65E-05,4.82E-08,0.011025,4.90E-07,3.03E-07,4.72E-05
1,1,3,29,14643,0.000107331,5.46E-08,0.011025,4.90E-07,3.03E-07,5.32E-05
1,1,3,30,9783,0.000172826,9.38E-08,0.011025,4.90E-07,3.03E-07,8.63E-05
1,1,3,31,14319,0.000110995,5.91E-08,0.011025,4.90E-07,3.03E-07,5.51E-05
1,1,3,32,16164,9.95E-05,5.04E-08,0.011025,4.90E-07,3.03E-07,4.89E-05
1,1,3,33,14631,0.000112376,5.66E-08,0.011025,4.90E-07,3.03E-07,5.45E-05
1,1,3,34,15645,0.000106793,5.79E-08,0.011025,4.90E-07,3.03E-07,5.32E-05
1,1,3,35,13333,0.000135282,7.76E-08,0.011025,4.90E-07,3.03E-07,6.74E-05
1,1,3,36,7997,0.000212259,1.02E-07,0.011025,4.90E-07,3.03E-07,0.000104808
1,1,4,1,571,6.19E-05,0.0370942,0.01,2.30E-07,1.81E-07,4.13E-08
1,1,4,2,78152,3.18E-07,0.000199348,0.01,2.30E-07,1.81E-07,2.25E-10
1,1,4,3,69781,4.32E-07,0.000270065,0.01,2.30E-07,1.81E-07,3.22E-10
1,1,4,4,74746,3.29E-07,0.000207869,0.01,2.30E-07,1.81E-07,2.33E-10
1,1,4,5,64715,4.89E-07,0.000268031,0.01,2.30E-07,1.81E-07,3.51E-10
1,1,4,6,67834,3.59E-07,0.000206374,0.01,2.30E-07,1.81E-07,2.41E-10
1,1,4,7,69149,4.40E-07,0.000278841,0.01,2.30E-07,1.81E-07,3.20E-10
1,1,4,8,73736,3.24E-07,0.000202335,0.01,2.30E-07,1.81E-07,2.26E-10
1,1,4,9,73247,4.07E-07,0.000255985,0.01,2.30E-07,1.81E-07,2.90E-10
1,1,4,10,75412,3.23E-07,0.000203493,0.01,2.30E-07,1.81E-07,2.24E-10
1,1,4,11,69864,4.43E-07,0.00027714,0.01,2.30E-07,1.81E-07,3.27E-10
1,1,4,12,74644,3.24E-07,0.000334369,0.01,2.30E-07,1.81E-07,2.37E-10
1,1,4,13,68241,4.40E-07,0.000286002,0.01,2.30E-07,1.81E-07,3.20E-10
1,1,4,14,74325,3.25E-07,0.000208992,0.01,2.30E-07,1.81E-07,2.31E-10
1,1,4,15,69006,4.72E-07,0.000289004,0.01,2.30E-07,1.81E-07,3.19E-10
1,1,4,16,72180,3.43E-07,0.000215508,0.01,2.30E-07,1.81E-07,2.48E-10
1,1,4,17,62651,5.59E-07,0.00032331,0.01,2.30E-07,1.81E-07,5.50E-10
1,1,4,18,76492,3.29E-07,0.000200941,0.01,2.30E-07,1.81E-07,2.28E-10
1,1,4,19,68637,4.47E-07,0.00027999,0.01,2.30E-07,1.81E-07,3.27E-10
1,1,4,20,73911,3.23E-07,0.00020231,0.01,2.30E-07,1.81E-07,2.24E-10
1,1,4,21,72777,4.17E-07,0.000260928,0.01,2.30E-07,1.81E-07,2.96E-10
1,1,4,22,77936,3.11E-07,0.000196047,0.01,2.30E-07,1.81E-07,2.18E-10
1,1,4,23,71719,4.26E-07,0.00027269,0.01,2.30E-07,1.81E-07,2.95E-10
1,1,4,24,76563,3.21E-07,0.000202082,0.01,2.30E-07,1.81E-07,2.19E-10
1,1,4,25,80137,3.86E-07,0.00024249,0.01,2.30E-07,1.81E-07,2.73E-10
1,1,4,26,80212,3.02E-07,0.00018934,0.01,2.30E-07,1.81E-07,2.11E-10
1,1,4,27,74158,4.11E-07,0.000256135,0.01,2.30E-07,1.81E-07,2.86E-10
1,1,4,28,76319,3.22E-07,0.000204423,0.01,2.30E-07,1.81E-07,2.21E-10
1,1,4,29,73074,4.17E-07,0.000262614,0.01,2.30E-07,1.81E-07,2.94E-10
1,1,4,30,77124,3.68E-07,0.00021707,0.01,2.30E-07,1.81E-07,2.16E-10
1,1,4,31,72033,4.23E-07,0.000266656,0.01,2.30E-07,1.81E-07,3.05E-10
1,1,4,32,44500,5.74E-07,0.000333634,0.01,2.30E-07,1.81E-07,2.98E-10
1,1,4,33,None,0,0,0,0,0,0
1,1,4,34,75883,3.22E-07,0.000202567,0.01,2.30E-07,1.81E-07,2.28E-10
1,1,4,35,74076,4.16E-07,0.000346345,0.01,2.30E-07,1.81E-07,2.99E-10
1,1,4,36,75266,3.35E-07,0.000205791,0.01,2.30E-07,1.81E-07,2.27E-10
1,2,1,1,138729,1.03E-06,0.000137925,0.0025,8.12E-08,1.52E-07,4.02E-10
1,2,1,2,141861,9.15E-07,0.00012227,0.0025,8.12E-08,1.52E-07,3.76E-10
1,2,1,3,77073,1.89E-06,0.000209115,0.0025,8.12E-08,1.52E-07,7.62E-10
1,2,1,4,138769,9.22E-07,0.000123279,0.0025,8.12E-08,1.52E-07,3.74E-10
1,2,1,5,142136,9.94E-07,0.000132692,0.0025,8.12E-08,1.52E-07,4.03E-10
1,2,1,6,139662,9.27E-07,0.000122948,0.0025,8.12E-08,1.52E-07,3.86E-10
1,2,1,7,133238,1.06E-06,0.000135405,0.0025,8.12E-08,1.52E-07,4.39E-10
1,2,1,8,138094,9.43E-07,0.000125751,0.0025,8.12E-08,1.52E-07,3.89E-10
1,2,1,9,141038,1.02E-06,0.00013607,0.0025,8.12E-08,1.52E-07,4.17E-10
1,2,1,10,141754,9.07E-07,0.000120586,0.0025,8.12E-08,1.52E-07,3.68E-10
1,2,1,11,145092,9.90E-07,0.000227424,0.0025,8.12E-08,1.52E-07,3.99E-10
1,2,1,12,144261,9.03E-07,0.000120112,0.0025,8.12E-08,1.52E-07,3.66E-10
1,2,1,13,153862,9.24E-07,0.000123425,0.0025,8.12E-08,1.52E-07,3.73E-10
1,2,1,14,145618,8.89E-07,0.000118923,0.0025,8.12E-08,1.52E-07,3.57E-10
1,2,1,15,146470,9.70E-07,0.000131226,0.0025,8.12E-08,1.52E-07,3.93E-10
1,2,1,16,142773,9.22E-07,0.00012163,0.0025,8.12E-08,1.52E-07,3.75E-10
1,2,1,17,141754,1.01E-06,0.000134956,0.0025,8.12E-08,1.52E-07,4.09E-10
1,2,1,18,144738,9.00E-07,0.000119959,0.0025,8.12E-08,1.52E-07,3.65E-10
1,2,2,1,38920,2.84E-05,0.0140047,0.009025,1.52E-07,2.26E-07,3.17E-09
1,2,2,2,28973,3.70E-05,0.0174573,0.009025,1.52E-07,2.26E-07,3.66E-09
1,2,2,3,30824,4.28E-05,0.0155394,0.009025,1.52E-07,2.26E-07,3.96E-09
1,2,2,4,21217,7.46E-05,0.0210517,0.009025,1.52E-07,2.26E-07,5.49E-09
1,2,2,5,25658,6.29E-05,0.0244924,0.009025,1.52E-07,2.26E-07,5.59E-09
1,2,2,6,31959,3.83E-05,0.0154583,0.009025,1.52E-07,2.26E-07,3.92E-09
1,2,2,7,41994,2.41E-05,0.0126059,0.009025,1.52E-07,2.26E-07,2.63E-09
1,2,2,8,39653,2.27E-05,0.0141431,0.009025,1.52E-07,2.26E-07,2.34E-09
1,2,2,9,35487,2.79E-05,0.0139755,0.009025,1.52E-07,2.26E-07,2.71E-09
1,2,2,10,42055,2.33E-05,0.0126979,0.009025,1.52E-07,2.26E-07,2.57E-09
1,2,2,11,33998,3.50E-05,0.0153002,0.009025,1.52E-07,2.26E-07,3.46E-09
1,2,2,12,31854,3.46E-05,0.0152748,0.009025,1.52E-07,2.26E-07,3.52E-09
1,2,2,13,43372,2.20E-05,0.0132803,0.009025,1.52E-07,2.26E-07,2.32E-09
1,2,2,14,50714,1.78E-05,0.0094327,0.009025,1.52E-07,2.26E-07,2.03E-09
1,2,2,15,44162,2.21E-05,0.0146481,0.009025,1.52E-07,2.26E-07,2.36E-09
1,2,2,16,44469,1.95E-05,0.006718,0.009025,1.52E-07,2.26E-07,2.15E-09
1,2,2,17,44596,2.09E-05,0.00417377,0.009025,1.52E-07,2.26E-07,2.18E-09
1,2,2,18,43345,2.13E-05,0.00413234,0.009025,1.52E-07,2.26E-07,2.31E-09
1,2,2,19,45923,2.18E-05,0.0152999,0.009025,1.52E-07,2.26E-07,2.35E-09
1,2,2,20,40622,2.21E-05,0.0135655,0.009025,1.52E-07,2.26E-07,2.50E-09
1,2,2,21,36328,2.46E-05,0.014594,0.009025,1.52E-07,2.26E-07,2.64E-09
1,2,2,22,42315,2.19E-05,0.0129655,0.009025,1.52E-07,2.26E-07,2.36E-09
1,2,2,23,44168,2.17E-05,0.00393801,0.009025,1.52E-07,2.26E-07,2.35E-09
1,2,2,24,44264,2.17E-05,0.0118045,0.009025,1.52E-07,2.26E-07,2.41E-09
1,2,2,25,34663,3.28E-05,0.01512,0.009025,1.52E-07,2.26E-07,3.27E-09
1,2,2,26,34557,2.67E-05,0.014932,0.009025,1.52E-07,2.26E-07,2.62E-09
1,2,2,27,34486,2.95E-05,0.0161268,0.009025,1.52E-07,2.26E-07,3.14E-09
1,2,2,28,49528,1.92E-05,0.0036094,0.009025,1.52E-07,2.26E-07,2.12E-09
1,2,2,29,44130,2.18E-05,0.0129723,0.009025,1.52E-07,2.26E-07,2.35E-09
1,2,2,30,28429,3.15E-05,0.01737,0.009025,1.52E-07,2.26E-07,3.08E-09
1,2,2,31,38421,2.49E-05,0.0156207,0.009025,1.52E-07,2.26E-07,2.64E-09
1,2,2,32,43857,2.13E-05,0.0122814,0.009025,1.52E-07,2.26E-07,2.41E-09
1,2,2,33,48679,1.92E-05,0.0113111,0.009025,1.52E-07,2.26E-07,2.14E-09
1,2,2,34,36525,2.54E-05,0.00500817,0.009025,1.52E-07,2.26E-07,2.66E-09
1,2,2,35,28252,3.47E-05,0.0177686,0.009025,1.52E-07,2.26E-07,3.26E-09
1,2,2,36,29042,3.63E-05,0.00665893,0.009025,1.52E-07,2.26E-07,4.13E-09
1,3,1,1,118771,1.71E-06,0.000223148,0.0064,3.24E-08,2.30E-07,8.96E-10
1,3,1,2,117522,1.83E-06,0.000245709,0.0064,3.24E-08,2.30E-07,1.00E-09
1,3,1,3,105939,1.91E-06,0.000246019,0.0064,3.24E-08,2.30E-07,1.06E-09
1,3,1,4,114674,1.86E-06,0.000243915,0.0064,3.24E-08,2.30E-07,1.01E-09
1,3,1,5,115292,1.72E-06,0.000227814,0.0064,3.24E-08,2.30E-07,9.04E-10
1,3,1,6,115406,1.86E-06,0.000244831,0.0064,3.24E-08,2.30E-07,1.04E-09
1,3,1,7,80807,2.45E-06,0.000246633,0.0064,3.24E-08,2.30E-07,1.30E-09
1,3,1,8,114794,1.87E-06,0.000247488,0.0064,3.24E-08,2.30E-07,1.04E-09
1,3,1,9,114334,1.75E-06,0.000233165,0.0064,3.24E-08,2.30E-07,9.35E-10
1,3,1,10,120097,1.77E-06,0.000235222,0.0064,3.24E-08,2.30E-07,9.62E-10
1,3,1,11,116622,1.68E-06,0.000220731,0.0064,3.24E-08,2.30E-07,8.81E-10
1,3,1,12,116706,1.82E-06,0.000253777,0.0064,3.24E-08,2.30E-07,9.74E-10
1,3,1,13,126062,1.57E-06,0.000207863,0.0064,3.24E-08,2.30E-07,8.27E-10
1,3,1,14,123112,1.76E-06,0.000235794,0.0064,3.24E-08,2.30E-07,9.40E-10
1,3,1,15,118942,1.67E-06,0.000224517,0.0064,3.24E-08,2.30E-07,8.73E-10
1,3,1,16,118820,1.79E-06,0.000239238,0.0064,3.24E-08,2.30E-07,9.62E-10
1,3,1,17,115050,1.73E-06,0.000229124,0.0064,3.24E-08,2.30E-07,9.08E-10
1,3,1,18,121749,1.77E-06,0.000237168,0.0064,3.24E-08,2.30E-07,9.61E-10
1,3,2,1,42776,2.61E-05,0.01366,0.005625,1.64E-07,3.84E-07,3.01E-09
1,3,2,2,40762,3.02E-05,0.0145029,0.005625,1.64E-07,3.84E-07,3.45E-09
1,3,2,3,36500,4.20E-05,0.0149276,0.005625,1.64E-07,3.84E-07,4.47E-09
1,3,2,4,36132,6.81E-05,0.0158431,0.005625,1.64E-07,3.84E-07,6.99E-09
1,3,2,5,34075,4.39E-05,0.0122313,0.005625,1.64E-07,3.84E-07,4.57E-09
1,3,2,6,44690,2.66E-05,0.0128743,0.005625,1.64E-07,3.84E-07,3.23E-09
1,3,2,7,44915,2.33E-05,0.0125459,0.005625,1.64E-07,3.84E-07,2.64E-09
1,3,2,8,47168,2.22E-05,0.0125975,0.005625,1.64E-07,3.84E-07,2.44E-09
1,3,2,9,38728,2.95E-05,0.0138235,0.005625,1.64E-07,3.84E-07,3.07E-09
1,3,2,10,49396,2.17E-05,0.0121301,0.005625,1.64E-07,3.84E-07,2.47E-09
1,3,2,11,40055,2.99E-05,0.0142191,0.005625,1.64E-07,3.84E-07,3.21E-09
1,3,2,12,44773,2.54E-05,0.0125978,0.005625,1.64E-07,3.84E-07,2.89E-09
1,3,2,13,44795,2.30E-05,0.0135015,0.005625,1.64E-07,3.84E-07,2.48E-09
1,3,2,14,55278,1.84E-05,0.00349774,0.005625,1.64E-07,3.84E-07,2.18E-09
1,3,2,15,51388,1.94E-05,0.0110094,0.005625,1.64E-07,3.84E-07,2.22E-09
1,3,2,16,48361,2.12E-05,0.00368443,0.005625,1.64E-07,3.84E-07,2.32E-09
1,3,2,17,45128,2.24E-05,0.00415777,0.005625,1.64E-07,3.84E-07,2.41E-09
